1503B,1503,3-Coloring,1700,6190
1503A,1503,Balance the Bits,1600,11378
1501B,1501,Napoleon Cake,900,16101
1501A,1501,Alexey and Train,800,11209
1500F,1500,Cupboards Jumps,3500,142
1500E,1500,Subset Trick,3300,145
1500D,1500,Tiles for Bathroom,2900,294
1500C,1500,Matrix Sorting,2600,588
1500B,1500,Two chandeliers,2200,1722
1500A,1500,Going Home,1800,7605
1499G,1499,Graph Coloring,3100,139
1499F,1499,Diameter Cuts,2400,926
1499E,1499,Chaotic Merge,2400,1176
1499D,1499,The Number of Pairs,2100,4414
1499C,1499,Minimum Grid Path,1500,10975
1499B,1499,Binary Removals,1000,18242
1499A,1499,Domino on Windowsill,800,20002
1498F,1498,Christmas Game,2500,544
1498E,1498,Two Houses,2200,1610
1498D,1498,Bananas in a Microwave,2200,2053
1498C,1498,Planar Reflections,1600,7924
1498B,1498,Box Fitting,1300,13729
1498A,1498,GCD Sum,800,20293
1497E2,1497,Square-free division (hard version),2500,1269
1497E1,1497,Square-free division (easy version),1700,6881
1497D,1497,Genius,2500,1271
1497C2,1497,k-LCM (hard version),1600,13403
1497C1,1497,k-LCM (easy version),1200,19284
1497B,1497,M-arrays,1200,15988
1497A,1497,Meximization,800,21834
1496B,1496,Max and Mex,1100,15828
1496A,1496,Split it!,900,18389
1495F,1495,Squares,3300,172
1495E,1495,Qingshan and Daniel,3200,242
1495D,1495,BFS Trees,2600,948
1495C,1495,Garden of the Sun,2300,2207
1495B,1495,Let's Go Hiking,1900,5308
1495A,1495,Diamond Miner,1200,15107
1494F,1494,Delete The Edges,2900,290
1494E,1494,A-Z Graph,2400,1409
1494D,1494,Dogeforces,2300,2222
1494C,1494,1D Sokoban,1900,4737
1494B,1494,Berland Crossword,1400,12506
1494A,1494,ABC String,900,18604
1493F,1493,Enchanted Matrix,2600,307
1493E,1493,Enormous XOR,2600,719
1493D,1493,GCD of an Array,2100,3967
1493C,1493,K-beautiful Strings,2000,4030
1493B,1493,Planet Lapituletti,1300,10852
1493A,1493,Anti-knapsack,800,18176
1492E,1492,Almost Fault-Tolerant Database,2500,1084
1492D,1492,Genius's Gambit,1900,5394
1492C,1492,Maximum width,1500,13277
1492B,1492,Card Deck,1100,16299
1492A,1492,Three swimmers,800,21022
1491I,1491,Ruler Of The Zoo,3500,57
1491H,1491,Yuezheng Ling and Dynamic Tree,3400,435
1491G,1491,Switch and Flip,2800,560
1491F,1491,Magnets,2700,768
1491E,1491,Fib-tree,2400,1737
1491D,1491,Zookeeper and The Infinite Zoo,1800,5993
1491C,1491,Pekora and Trampoline,1700,6972
1491B,1491,Minimal Cost,1200,12663
1491A,1491,K-th Largest Value,800,17141
1490G,1490,Old Floppy Drive ,1900,4674
1490F,1490,Equalize the Array,1500,12478
1490E,1490,Accidental Victory,1400,14594
1490D,1490,Permutation Transformation,1200,16299
1490C,1490,Sum of Cubes,1100,24610
1490B,1490,Balanced Remainders,1000,22534
1490A,1490,Dense Array,800,27218
1488J,1488,Flower Shop,3100,21
1488I,1488,Demonic Invasion,3100,23
1488H,1488,Build From Suffixes,2800,38
1488G,1488,Painting Numbers,2500,95
1488F,1488,Dogecoin,2300,137
1488E,1488,Palindromic Doubles,2200,173
1488D,1488,Problemsolving Marathon,1900,279
1488C,1488,Two Policemen,1900,346
1488B,1488,RBS Deletion,1800,474
1488A,1488,From Zero To Y,900,1080
1487G,1487,String Counting,2700,489
1487F,1487,Ones,2900,309
1487E,1487,Cheap Dinner,2000,3754
1487D,1487,Pythagorean Triples,1500,13712
1487C,1487,Minimum Ties,1500,11593
1487B,1487,Cat Cycle,1200,16151
1487A,1487,Arena,800,23695
1486F,1486,Pairs of Paths,2600,493
1486E,1486,Paired Payment,2200,2419
1486D,1486,Max Median,2100,5111
1486C2,1486,Guessing the Greatest (hard version),1900,6807
1486C1,1486,Guessing the Greatest (easy version),1600,9720
1486B,1486,Eastern Exhibition,1500,13365
1486A,1486,Shifting Stacks,900,22001
1485F,1485,Copy or Prefix Sum,2400,1505
1485E,1485,Move and Swap,2500,1069
1485D,1485,Multiples and Power Differences,2200,4317
1485C,1485,Floor and Mod,1700,8076
1485B,1485,Replace and Keep Sorted,1200,14590
1485A,1485,Add and Divide,1000,18035
1482H,1482,Exam,3400,244
1482G,1482,Vabank,3200,180
1482F,1482,Useful Edges,2400,1278
1482E,1482,Skyline Photo,2100,2426
1482D,1482,Playlist,1900,3356
1482C,1482,Basic Diplomacy,1600,8137
1482B,1482,Restore Modulo,1500,8335
1482A,1482,Prison Break,800,19056
1481F,1481,AB Tree,3100,281
1481E,1481,Sorting Books,2500,1684
1481D,1481,AB Graph,2000,3928
1481C,1481,Fence Painting,1600,9853
1481B,1481,New Colony,1100,17759
1481A,1481,Space Navigation ,800,23049
1480B,1480,The Great Hero,900,15628
1480A,1480,Yet Another String Game,800,23385
1479E,1479,School Clubs,3500,105
1479D,1479,Odd Mineral Resource,2900,674
1479C,1479,Continuous City,2500,1088
1479B2,1479,Painting the Array II,2100,3404
1479B1,1479,Painting the Array I,1900,5919
1479A,1479,Searching Local Minimum,1700,9531
1478C,1478,Nezzar and Symmetric Array,1700,8312
1478B,1478,Nezzar and Lucky Number,1100,16908
1478A,1478,Nezzar and Colorful Balls,800,23496
1477F,1477,Nezzar and Chocolate Bars,3500,93
1477E,1477,Nezzar and Tournaments,3300,95
1477D,1477,Nezzar and Hidden Permutations,2800,380
1477C,1477,Nezzar and Nice Beatmap,2200,1952
1477B,1477,Nezzar and Binary String,1900,2728
1477A,1477,Nezzar and Board,1800,5067
1476G,1476,Minimum Difference,3100,350
1476F,1476,Lanterns,3000,296
1476E,1476,Pattern Matching,2300,1889
1476D,1476,Journey,1700,7379
1476C,1476,Longest Simple Cycle,1600,9686
1476B,1476,Inflation,1300,16851
1476A,1476,K-divisible Sum,1000,26663
1475G,1475,Strange Beauty,1900,5155
1475F,1475,Unusual Matrix,1900,4382
1475E,1475,Advertising Agency,1600,10695
1475D,1475,Cleaning the Phone,1800,8109
1475C,1475,Ball in Berland,1400,16794
1475B,1475,New Year's Number,900,35899
1475A,1475,Odd Divisor,900,39263
1474F,1474,1 2 3 4 ...,3000,136
1474E,1474,What Is It?,2500,1164
1474D,1474,Cleaning,2200,3477
1474C,1474,Array Destruction,1700,10299
1474B,1474,Different Divisors,1000,21605
1474A,1474,Puzzle From the Future,800,21265
1473G,1473,Tiles,2800,298
1473F,1473,Strange Set,2700,721
1473E,1473,Minimum Path,2400,2448
1473D,1473,Program,1700,7957
1473C,1473,No More Inversions,1500,11187
1473B,1473,String LCM,1000,24511
1473A,1473,Replacing Elements,800,28551
1472G,1472,Moving to the Capital,2100,3451
1472F,1472,New Year's Puzzle,2100,2622
1472E,1472,Correct Placement,1700,6608
1472D,1472,Even-Odd Game,1200,21327
1472C,1472,Long Jumps,1100,24377
1472B,1472,Fair Division,800,37221
1472A,1472,Cards for Friends,800,34550
1471B,1471,Strange List,1100,17652
1471A,1471,Strange Partition,900,21507
1470F,1470,Strange Covering,3500,54
1470E,1470,Strange Permutation,3200,221
1470D,1470,Strange Housing,2200,2913
1470C,1470,Strange Shuffle,2500,1157
1470B,1470,Strange Definition,1900,5508
1470A,1470,Strange Birthday Party,1300,18144
1469F,1469,Power Sockets,2600,723
1469E,1469,A Bit Similar,2400,1612
1469D,1469,Ceil Divisions,1700,8022
1469C,1469,Building a Fence,1600,9339
1469B,1469,Red and Blue,1000,21865
1469A,1469,Regular Bracket Sequence,1000,22694
1468N,1468,Waste Sorting,900,6847
1468M,1468,Similar Sets,2300,670
1468L,1468,Prime Divisors Selection,2700,255
1468K,1468,The Robot,1600,4345
1468J,1468,Road Reform,1800,3023
1468I,1468,Plane Tiling,2500,412
1468H,1468,K and Medians,2200,1487
1468G,1468,Hobbits,2500,689
1468F,1468,Full Turn,1700,3086
1468E,1468,Four Segments,800,7631
1468D,1468,Firecrackers,1700,3706
1468C,1468,Berpizza,1400,5841
1468B,1468,Bakery,2900,149
1468A,1468,LaIS,2200,1318
1467E,1467,Distinctive Roots in a Tree,2500,1080
1467D,1467,Sum of Paths,2200,3189
1467C,1467,Three Bags,1900,5601
1467B,1467,Hills And Valleys,1700,9721
1467A,1467,Wizard of Orz,900,21943
1466I,1466,The Riddle of the Sphinx,3400,121
1466H,1466,Finding satisfactory solutions,3300,161
1466G,1466,Song of the Sirens,2600,722
1466F,1466,Euclid's nightmare,2100,2603
1466E,1466,Apollo versus Pan,1800,6093
1466D,1466,13th Labour of Heracles,1500,9879
1466C,1466,Canine poetry,1300,15601
1466B,1466,Last minute enhancements,800,20992
1466A,1466,Bovine Dilemma,800,21260
1464F,1464,My Beautiful Madness,3500,193
1463F,1463,Max Correct Set,3100,369
1463E,1463,Plan of Lectures,2400,1223
1463D,1463,Pairs,1900,3716
1463C,1463,Busy Robot,1800,4884
1463B,1463,Find The Array,1400,15411
1463A,1463,Dungeon,1100,20658
1462F,1462,The Treasure of The Segments,1800,5581
1462E2,1462,Close Tuples (hard version),1700,7437
1462E1,1462,Close Tuples (easy version),1500,11140
1462D,1462,Add to Neighbour and Remove,1400,13930
1462C,1462,Unique Number,900,25790
1462B,1462,Last Year's Substring,800,24161
1462A,1462,Favorite Sequence,800,32511
1461F,1461,Mathematical Expression,2700,422
1461E,1461,Water Level,2200,1897
1461D,1461,Divide and Summarize,1600,7845
1461C,1461,Random Events,1500,9638
1461B,1461,Find the Spruce,1400,11327
1461A,1461,String Generation,800,17749
1459B,1459,Move and Turn,1300,12172
1459A,1459,Red-Blue Shuffle,800,15746
1458F,1458,Range Diameter Sum,3500,152
1458E,1458,Nim Shortcuts,3100,280
1458D,1458,Flip and Reverse,3100,570
1458C,1458,Latin Square,2700,980
1458B,1458,Glass Half Spilled,2000,2981
1458A,1458,Row GCD,1600,12400
1456E,1456,XOR-ranges,3500,130
1455G,1455,Forbidden Value,2900,287
1455F,1455,String and Operations,2800,341
1455E,1455,Four Points,2400,1282
1455D,1455,Sequence and Swaps,1600,10436
1455C,1455,Ping-pong,1100,17670
1455B,1455,Jumps,1200,18462
1455A,1455,Strange Functions,800,23789
1454F,1454,Array Partition,2100,3192
1454E,1454,Number of Simple Paths,2000,4734
1454D,1454,Number into Sequence,1300,16805
1454C,1454,Sequence Transformation,1200,18708
1454B,1454,Unique Bid Auction,800,25207
1454A,1454,Special Permutation,800,33600
1453F,1453,Even Harder,2700,650
1453E,1453,Dog Snacks,2300,1748
1453D,1453,Checkpoints,1900,3764
1453C,1453,Triangles,1700,5600
1453B,1453,Suffix Operations,1400,11843
1453A,1453,Cancel the Trains,800,20555
1452G,1452,Game On Tree,2700,299
1452F,1452,Divide Powers,2900,229
1452E,1452,Two Editorials,2500,1319
1452D,1452,Radio Towers,1600,7019
1452C,1452,Two Brackets,800,17413
1452B,1452,Toy Blocks,1400,12860
1452A,1452,Robot Program,800,20595
1451F,1451,Nullify The Matrix,2700,738
1451E2,1451,Bitwise Queries (Hard Version),2300,2451
1451E1,1451,Bitwise Queries (Easy Version),2000,3674
1451D,1451,Circle Game,1700,8306
1451C,1451,String Equality,1400,13444
1451B,1451,Non-Substring Subsequence,900,17692
1451A,1451,Subtract or Divide,800,22266
1450H2,1450,Multithreading (Hard Version),3300,89
1450H1,1450,Multithreading (Easy Version),2900,281
1450G,1450,Communism,3500,165
1450F,1450,The Struggling Contestant,2400,1163
1450E,1450,Capitalism,2700,813
1450D,1450,Rating Compression,1800,4721
1450C2,1450,Errich-Tac-Toe (Hard Version),2300,2941
1450C1,1450,Errich-Tac-Toe (Easy Version),2100,4761
1450B,1450,Balls of Steel,1000,13857
1450A,1450,Avoid Trygub,800,16704
1447B,1447,Numbers Box,1000,13417
1447A,1447,Add Candies,800,13059
1446F,1446,Line Distance,3200,175
1446E,1446,Long Recovery,3500,62
1446D2,1446,Frequency Problem (Hard Version),3000,773
1446D1,1446,Frequency Problem (Easy Version),2600,1211
1446C,1446,Xor Tree,2100,2855
1446B,1446,Catching Cheaters,1800,6563
1446A,1446,Knapsack,1300,12916
1445B,1445,Elimination,900,14164
1445A,1445,Array Rearrangment,800,17448
1444E,1444,Finding the Vertex,3500,87
1444D,1444,Rectangular Polyline,2900,382
1444C,1444,Team-Building,2500,1182
1444B,1444,Divide and Sum,1900,5365
1444A,1444,Division,1500,10893
1443E,1443,Long Permutation,2400,1095
1443C,1443,The Delivery Dilemma,1400,12728
1443B,1443,Saving the City,1300,13753
1443A,1443,Kids Seating,800,15551
1442F,1442,Differentiating Games,3400,85
1442E,1442,"Black, White and Grey Tree",3000,411
1442D,1442,Sum,2800,1294
1442C,1442,Graph Transpositions,2400,1312
1442B,1442,Identify the Operations,1800,3857
1442A,1442,Extreme Subtraction,1800,7391
1440B,1440,Sum of Medians,900,15447
1440A,1440,Buy the String,800,18665
1439E,1439,Cheat and Win,3500,105
1439D,1439,INOI Final Contests,3100,252
1439C,1439,Greedy Shopping,2600,1353
1439B,1439,Graph Subset Problem,2600,1122
1439A2,1439,Binary Table (Hard Version),1900,4535
1439A1,1439,Binary Table (Easy Version),1500,8514
1438F,1438,Olha and Igor,3000,376
1438E,1438,Yurii Can Do Everything,2500,1090
1438D,1438,Powerful Ksenia,2200,3643
1438C,1438,Engineer Artem,2000,8815
1438B,1438,Valerii Against Everyone,1000,16461
1438A,1438,Specific Tastes of Andre ,800,18359
1437G,1437,Death DBMS,2600,717
1437F,1437,Emotional Fishermen,2600,839
1437E,1437,Make It Increasing,2200,2931
1437D,1437,Minimal Height Tree,1600,10333
1437C,1437,Chef Monocarp,1800,8661
1437B,1437,Reverse Binary Strings,1200,16653
1437A,1437,Marketing Scheme,800,17173
1436F,1436,Sum Over Subsets,2800,407
1436E,1436,Complicated Computations,2400,1624
1436D,1436,Bandit in a City,1900,5086
1436C,1436,Binary Search,1500,9485
1436B,1436,Prime Square,900,18391
1436A,1436,Reorder,800,21098
1434E,1434,A Convex Game,3500,90
1433G,1433,Reducing Delivery Cost,2100,3480
1433F,1433,Zero Remainder Sum ,2100,4943
1433E,1433,Two Round Dances,1300,15894
1433D,1433,Districts Connection,1200,18554
1433C,1433,Dominant Piranha,900,23366
1433B,1433,Yet Another Bookshelf,800,25903
1433A,1433,Boring Apartments,800,38749
1431J,1431,Zero-XOR Array,3400,31
1431I,1431,Cyclic Shifts,2900,34
1431H,1431,Rogue-like Game,2600,54
1431G,1431,Number Deletion Game,2100,117
1431F,1431,Neural Network Problem,2100,141
1431E,1431,Chess Match,2000,200
1431D,1431,Used Markers,1500,394
1431C,1431,Black Friday,1600,630
1431B,1431,Polycarp and the Language of Gods,1400,828
1431A,1431,Selling Hamburgers,800,1365
1430G,1430,Yet Another DAG Problem,2600,463
1430F,1430,Realistic Gameplay,2600,726
1430E,1430,String Reversal,1900,5213
1430D,1430,String Deletion,1700,7904
1430C,1430,Numbers on Whiteboard,1000,19179
1430B,1430,Barrels,800,18035
1430A,1430,Number of Apartments,900,18732
1428H,1428,Rotary Laser Lock,3500,66
1428G2,1428,Lucky Numbers (Hard Version),3000,449
1428G1,1428,Lucky Numbers (Easy Version),2900,425
1428F,1428,Fruit Sequences,2400,1833
1428E,1428,Carrots for Rabbits,2200,3115
1428D,1428,Bouncing Boomerangs,1900,4064
1428C,1428,ABBB,1100,16783
1428B,1428,Belted Rooms,1200,12949
1428A,1428,Box is Pull,800,15532
1427H,1427,Prison Break,3500,46
1427G,1427,One Billion Shades of Grey,3300,152
1427F,1427,Boring Card Game,3200,173
1427E,1427,Xum,2500,1076
1427D,1427,Unshuffling a Deck,2000,3140
1427C,1427,The Hard Work of Paparazzi,2000,4839
1427B,1427,Chess Cheater,1400,9759
1427A,1427,Avoiding Zero,900,15385
1426F,1426,Number of Subsequences,2000,4369
1426E,1426,"Rock, Paper, Scissors",1800,6404
1426D,1426,Non-zero Segments,1500,13096
1426C,1426,Increase and Copy,1100,17250
1426B,1426,Symmetric Matrix,900,18758
1426A,1426,Floor Number,800,34459
1425I,1425,Impressive Harvesting of The Orchard,2800,174
1425H,1425,Huge Boxes of Animal Toys,1300,3670
1425F,1425,Flamingoes of Mystery,1400,4012
1425E,1425,Excitation of Atoms,2200,836
1425D,1425,Danger of Mad Snakes,2300,702
1425C,1425,Captain of Knights,3100,27
1425B,1425,Blue and Red of Our Faculty!,2600,214
1425A,1425,Arena of Greed,1400,5265
1424M,1424,Ancient Language,2200,448
1424G,1424,Years,1300,4462
1423N,1423,BubbleSquare Tokens,3500,70
1423M,1423,Milutin's Plums,2800,109
1423L,1423,Light switches,2600,337
1423K,1423,Lonely Numbers,1600,3805
1423J,1423,Bubble Cup hypothesis,2400,627
1423I,1423,Lookup Tables,3000,71
1423H,1423,Virus,2500,380
1423G,1423,Growing flowers,3500,109
1423F,1423,Coins,2700,288
1423E,1423,5G Antenna Towers,2700,54
1423D,1423,Does anyone else hate the wind?,3100,24
1423C,1423,Dušan's Railway,3500,49
1423B,1423,Valuable Paper,1900,1539
1423A,1423,Wakanda Forever,3500,47
1422F,1422,Boring Queries,2700,744
1422E,1422,Minlexes,2700,644
1422D,1422,Returning Home,2300,2337
1422C,1422,Bargain,1700,7252
1422B,1422,Nice Matrix,1300,13116
1422A,1422,Fence,800,19550
1421E,1421,Swedish Heroes,2700,594
1421D,1421,Hexagons,1900,3794
1421C,1421,Palindromifier,1400,11277
1421B,1421,Putting Bricks in the Wall,1100,12367
1421A,1421,XORwice,800,22497
1420E,1420,Battle Lemmings,2500,728
1420D,1420,Rescue Nibel!,1800,6332
1420C2,1420,Pokémon Army (hard version),2100,3941
1420C1,1420,Pokémon Army (easy version),1300,14887
1420B,1420,Rock and Lever,1200,18731
1420A,1420,Cubes Sorting,900,20785
1419F,1419,Rain of Fire,2800,410
1419E,1419,Decryption,2100,2870
1419D2,1419,Sage's Birthday (hard version),1500,12571
1419D1,1419,Sage's Birthday (easy version),1000,20091
1419C,1419,Killjoy,1500,13210
1419B,1419,Stairs,1200,14673
1419A,1419,Digit Game,900,17895
1418G,1418,Three Occurrences,2500,1065
1418F,1418,Equal Product,3000,277
1418E,1418,Expected Damage,2400,1497
1418D,1418,Trash Problem,2100,3743
1418C,1418,Mortal Kombat Tower,1500,13832
1418B,1418,Negative Prefixes,1300,14812
1418A,1418,Buying Torches,1000,18579
1417B,1417,Two Arrays,1100,13460
1417A,1417,Copy-paste,800,17401
1416F,1416,Showing Off,3300,179
1416E,1416,Split,3200,182
1416D,1416,Graph and Queries,2600,1371
1416C,1416,XOR Inverse,2000,3466
1416B,1416,Make Them Equal,2000,5207
1416A,1416,k-Amazing Numbers,1500,10417
1415F,1415,Cakes for Clones,2900,320
1415E,1415,New Game Plus!,2200,2189
1415D,1415,XOR-gun,2000,4382
1415C,1415,Bouncing Ball,1400,9572
1415B,1415,Repainting Street,1100,11221
1415A,1415,Prison Break,800,14259
1413F,1413,Roads and Ramen,2800,565
1413E,1413,Solo mid Oracle,2100,1710
1413D,1413,Shurikens,1700,5779
1413C,1413,Perform Easily,1900,4928
1413B,1413,A New Technique,1100,10983
1413A,1413,Finding Sasuke,800,14016
1411G,1411,No Game No Life,2700,467
1411F,1411,The Thorny Path,3000,244
1411E,1411,Poman Numbers,2300,1411
1411D,1411,Grime Zoo,2100,2191
1411C,1411,Peaceful Rooks,1700,6962
1411B,1411,Fair Numbers,1000,15313
1411A,1411,In-game Chat,800,19110
1409F,1409,Subsequences of Length Two,2100,3647
1409E,1409,Two Platforms,1800,6633
1409D,1409,Decrease the Sum of Digits,1500,15972
1409C,1409,Yet Another Array Restoration,1200,20396
1409B,1409,Minimum Product,1100,24964
1409A,1409,Yet Another Two Integers Problem,800,47869
1408I,1408,Bitwise Magic,3200,133
1408H,1408,Rainbow Triples,3300,201
1408G,1408,Clusterization Counting,2700,648
1408F,1408,Two Different,2300,2005
1408E,1408,Avoid Rainbow Cycles,2400,1654
1408D,1408,Searchlights,2000,3791
1408C,1408,Discrete Acceleration,1500,7975
1408B,1408,Arrays Sum,1400,8910
1408A,1408,Circle Coloring,800,12044
1407E,1407,Egor in the Republic of Dagestan,2500,1353
1407D,1407,Discrete Centrifugal Jumps,2200,3971
1407C,1407,Chocolate Bunny,1600,10047
1407B,1407,Big Vova,1300,15088
1407A,1407,Ahahahahahahahaha,1100,18517
1406E,1406,Deleting Numbers,2600,1264
1406D,1406,Three Sequences,2200,3048
1406C,1406,Link Cut Centroids,1700,8516
1406B,1406,Maximum Product,1200,19044
1406A,1406,Subset Mex,900,19493
1405B,1405,Array Cancellation,1000,19023
1405A,1405,Permutation Forgery,800,20461
1404E,1404,Bricks,2800,791
1404D,1404,Game of Pairs,2800,771
1404C,1404,Fixed Point Removal,2300,2216
1404B,1404,Tree Tag,1900,6255
1404A,1404,Balanced Bitstring,1500,13362
1403C,1403,Chess Rush,3200,36
1403B,1403,Spring cleaning,2300,329
1403A,1403,The Potion of Great Power,2400,264
1402C,1402,Star Trek,2600,161
1402B,1402,Roads,2900,89
1402A,1402,Fancy Fence,1800,967
1401F,1401,Reverse and Swap,2400,1258
1401E,1401,Divide Square,2400,1900
1401D,1401,Maximum Distributed Tree,1800,7736
1401C,1401,Mere Array,1300,20195
1401B,1401,Ternary Sequence,1100,19583
1401A,1401,Distance and Axis,900,24337
1400G,1400,Mercenaries,2600,713
1400F,1400,x-prime Substrings,2800,554
1400E,1400,Clear the Multiset,2200,4285
1400D,1400,Zigzags,1900,8342
1400C,1400,Binary String Reconstruction,1500,14946
1400B,1400,RPG Protagonist,1700,10067
1400A,1400,String Similarity,800,24902
1399F,1399,Yet Another Segments Subset,2300,1335
1399E2,1399,Weights Division (hard version),2200,1989
1399E1,1399,Weights Division (easy version),2000,5082
1399D,1399,Binary String To Subsequences,1500,15537
1399C,1399,Boats Competition,1200,23804
1399B,1399,Gifts Fixing,800,36912
1399A,1399,Remove Smallest,800,47854
1398G,1398,Running Competition,2600,613
1398F,1398,Controversial Rounds,2500,940
1398E,1398,Two Types of Spells,2200,1983
1398D,1398,Colored Rectangles,1800,9694
1398C,1398,Good Subarrays,1600,17962
1398B,1398,Substring Removal Game,800,22529
1398A,1398,Bad Triangle,800,24919
1397B,1397,Power Sequence,1500,13069
1397A,1397,Juggling Letters,800,25791
1396E,1396,Distance Matching,3200,257
1396D,1396,Rainbow Rectangles,3300,240
1396C,1396,Monster Invaders,2300,2124
1396B,1396,Stoned Game,1800,9382
1396A,1396,Multiples of Length,1600,13094
1395C,1395,Boboniu and Bit Operations,1600,11776
1395B,1395,Boboniu Plays Chess,1100,15225
1395A,1395,Boboniu Likes to Color Balls,1000,21207
1394E,1394,Boboniu and Banknote Collection,3500,79
1394D,1394,Boboniu and Jianghu,2800,502
1394C,1394,Boboniu and String,2600,747
1394B,1394,Boboniu Walks on Graph,2300,1633
1394A,1394,Boboniu Chats with Du,1800,5853
1393E2,1393,Twilight and Ancient Scroll (harder version),3200,198
1393E1,1393,Twilight and Ancient Scroll (easier version),2800,256
1393D,1393,Rarity and New Dress,2100,3468
1393C,1393,Pinkie Pie Eats Patty-cakes,1700,9363
1393B,1393,Applejack and Storages,1400,14756
1393A,1393,"Rainbow Dash, Fluttershy and Chess Coloring",800,19671
1392I,1392,Kevin and Grid,3300,121
1392H,1392,ZS Shuffles Cards,3000,421
1392G,1392,Omkar and Pies,2900,372
1392F,1392,Omkar and Landslide,2400,1740
1392E,1392,Omkar and Duck,2100,2940
1392D,1392,Omkar and Bed Wars,1700,7612
1392C,1392,Omkar and Waterslide,1200,16649
1392B,1392,Omkar and Infinity Clock,800,17601
1392A,1392,Omkar and Password,800,18939
1391E,1391,Pairs of Pairs,2600,1115
1391D,1391,505,2000,4349
1391C,1391,Cyclic Permutations ,1500,13245
1391B,1391,Fix You,800,22825
1391A,1391,Suborrays,800,22949
1389G,1389,Directing Edges,2800,281
1389F,1389,Bicolored Segments,2600,808
1389E,1389,Calendar Ambiguity,2200,2832
1389D,1389,Segment Intersections,2100,3695
1389C,1389,Good String,1500,15814
1389B,1389,Array Walk,1600,13242
1389A,1389,LCM Problem,800,30920
1388E,1388,Uncle Bogdan and Projections,2700,342
1388D,1388,Captain Flint and Treasure,2000,5498
1388C,1388,Uncle Bogdan and Country Happiness,1800,8426
1388B,1388,Captain Flint and a Long Voyage,1000,20795
1388A,1388,Captain Flint and Crew Recruitment,800,23408
1387C,1387,Viruses,2900,92
1387B2,1387,Village (Maximum),2500,548
1387B1,1387,Village (Minimum),2100,887
1387A,1387,Graph,2100,541
1386C,1386,Joker,2800,274
1386B,1386,Mixture,2900,100
1386A,1386,Colors,2700,204
1385G,1385,Columns Swaps,2300,1111
1385F,1385,Removing Leaves,2300,1917
1385E,1385,Directing Edges,2000,5595
1385D,1385,a-Good String,1500,15484
1385C,1385,Make It Good,1200,22935
1385B,1385,Restore the Permutation by Merger,800,32751
1385A,1385,Three Pairwise Maximums,800,32520
1384B2,1384,Koa and the Beach (Hard Version),2200,2290
1384B1,1384,Koa and the Beach (Easy Version),1900,3580
1384A,1384,Common Prefixes,1200,16959
1383F,1383,Special Edges,3200,162
1383E,1383,Strange Operation,2800,593
1383D,1383,Rearrange,2800,502
1383C,1383,String Transformation 2,3100,383
1383B,1383,GameGame,1900,4313
1383A,1383,String Transformation 1,1700,9454
1382B,1382,Sequential Nim,1100,21794
1382A,1382,Common Subsequence,800,24676
1381E,1381,Origami,3300,81
1381D,1381,The Majestic Brown Tree Snake,3000,308
1381C,1381,Mastermind,2500,1283
1381B,1381,Unmerge,1800,7526
1381A2,1381,Prefix Flip (Hard Version),1700,11533
1381A1,1381,Prefix Flip (Easy Version),1300,18103
1380G,1380,Circular Dungeon,2600,617
1380F,1380,Strange Addition,2600,611
1380E,1380,Merging Towers,2300,1651
1380D,1380,Berserk And Fireball,2000,4158
1380C,1380,Create The Teams,1400,16736
1380B,1380,Universal Solution,1400,12825
1380A,1380,Three Indices,900,19453
1379F2,1379,Chess Strikes Back (hard version),2800,315
1379F1,1379,Chess Strikes Back (easy version),2700,384
1379E,1379,Inverse Genealogy,2800,277
1379D,1379,New Passenger Trams,2300,983
1379C,1379,Choosing flowers,2000,4577
1379B,1379,Dubious Cyrpto,1500,11432
1379A,1379,Acacius and String,1500,10706
1375I,1375,Cubic Lattice,3500,62
1375H,1375,Set Merging,3300,290
1375G,1375,Tree Modification,2800,1340
1375F,1375,Integer Game,2600,1664
1375E,1375,Inversion SwapSort,2500,2323
1375D,1375,Replace by MEX,1900,7721
1375C,1375,Element Extermination,1400,17700
1375B,1375,Neighbor Grid,1200,15930
1375A,1375,Sign Flipping,1100,17198
1374F,1374,Cyclic Shifts Sorting,2400,1142
1374E2,1374,Reading Books (hard version),2500,785
1374E1,1374,Reading Books (easy version),1600,11929
1374D,1374,Zero Remainder Array,1400,18843
1374C,1374,Move Brackets,1000,33826
1374B,1374,"Multiply by 2, divide by 6",900,35953
1374A,1374,Required Remainder,800,40014
1373G,1373,Pawns,2600,636
1373F,1373,Network Coverage,2400,1447
1373E,1373,Sum of Digits,2200,2490
1373D,1373,Maximum Sum on Even Positions,1600,12906
1373C,1373,Pluses and Minuses,1300,16528
1373B,1373,01 Game,900,26662
1373A,1373,Donut Shops,1000,22343
1372F,1372,Omkar and Modes,2700,331
1372E,1372,Omkar and Last Floor,2900,765
1372D,1372,Omkar and Circle,2100,4887
1372C,1372,Omkar and Baseball,1500,15451
1372B,1372,Omkar and Last Class of Math,1300,22117
1372A,1372,Omkar and Completion,800,28779
1371F,1371,Raging Thunder,2800,396
1371E2,1371,Asterism (Hard Version),2300,2139
1371E1,1371,Asterism (Easy Version),1900,4604
1371D,1371,Grid-00100,1600,11866
1371C,1371,A Cookie for You,1300,18244
1371B,1371,Magical Calendar,1200,18008
1371A,1371,Magical Sticks,800,35749
